azi,aoi,wvl,pitch,mm,dmm,reflected flux
22,60,6650,7560,"[[0.938072908030379, -0.03650547989215669, -0.001031483455276046, 5.962654609148054e-05], [-0.03650544525848698, 0.9380685665361258, 0.0002750904612856948, 0.002645664489035852], [0.001033744257523464, -0.0002810060625840029, -0.9197206783154762, 0.1810025600555828], [3.761502106633331e-05, 0.002645520663214011, -0.1810025562450672, -0.91971633696104]]","[[ 1.00000000e+00 -3.89153973e-02 -1.09957707e-03  6.35628058e-05]
 [-3.89153604e-02  9.99995372e-01  2.93250619e-04  2.82031862e-03]
 [ 1.10198711e-03 -2.99556740e-04 -9.80436244e-01  1.92951484e-01]
 [ 4.00981851e-05  2.82016530e-03 -1.92951480e-01 -9.80431616e-01]]","[0.0006467347811997049, 0.0005982843664496479]"
22,60,6700,7560,"[[0.9379408641035489, -0.03658041234192072, -0.0008839413381740435, 4.585536340041959e-05], [-0.0365803806780301, 0.9379369907222257, 0.0002580717552795606, 0.002532512123891158], [0.0008860887478609595, -0.0002644831752998826, -0.9199933837304829, 0.1789051246534282], [2.486543693625714e-05, 0.002532308017178479, -0.1789051233939321, -0.9199895104787886]]","[[ 1.00000000e+00 -3.90007662e-02 -9.42427579e-04  4.88893971e-05]
 [-3.90007324e-02  9.99995870e-01  2.75147150e-04  2.70007654e-03]
 [ 9.44717073e-04 -2.81982783e-04 -9.80865019e-01  1.90742435e-01]
 [ 2.65106660e-05  2.69985893e-03 -1.90742434e-01 -9.80860890e-01]]","[0.0006466968817561282, 0.0005981470159570772]"
22,60,6750,7560,"[[0.9377352216786315, -0.03669511060668962, -0.0007246491086683673, 3.085204387717191e-05], [-0.03669508184026526, 0.9377317390643786, 0.0002429313726792749, 0.002438100277668575], [0.0007266763357482425, -0.0002498640296884946, -0.9201763910333702, 0.1768506821511343], [1.099344281719106e-05, 0.002437832593900462, -0.1768506834918565, -0.9201729085381829]]","[[ 1.00000000e+00 -3.91316331e-02 -7.72765160e-04  3.29005919e-05]
 [-3.91316024e-02  9.99996286e-01  2.59061798e-04  2.59998795e-03]
 [ 7.74926993e-04 -2.66454777e-04 -9.81275279e-01  1.88593409e-01]
 [ 1.17233976e-05  2.59970249e-03 -1.88593410e-01 -9.81271565e-01]]","[0.0006466365307856529, 0.0005979344363755667]"
22,60,6800,7560,"[[0.9374383004404028, -0.03685375617622388, -0.0005469852635434532, 1.395707617263373e-05], [-0.03685373031098904, 0.9374351299176937, 0.0002296195136788073, 0.002364383540494437], [0.0005488831210854893, -0.0002371021686008297, -0.9202550302917759, 0.1748227464563478], [-4.6324235719404e-06, 0.002364048153215072, -0.1748227504961973, -0.9202518598771473]]","[[ 1.00000000e+00 -3.93132606e-02 -5.83489349e-04  1.48885278e-05]
 [-3.93132330e-02  9.99996618e-01  2.44943602e-04  2.52217510e-03]
 [ 5.85513864e-04 -2.52925626e-04 -9.81669972e-01  1.86489870e-01]
 [-4.94157703e-06  2.52181733e-03 -1.86489874e-01 -9.81666590e-01]]","[0.000646544770404501, 0.0005976321201089725]"
22,60,6850,7560,"[[0.9370310303967369, -0.03706435145028314, -0.0003400604713095683, -5.946601754007247e-06], [-0.03706432859721448, 0.9370280778492819, 0.0002183208724985849, 0.002316940632246669], [0.0003418156259458976, -0.000226395199663559, -0.9202135099648295, 0.1728017122681328], [-2.307881924201358e-05, 0.002316531281487932, -0.1728017191951042, -0.9202105575139444]]","[[ 1.00000000e+00 -3.95550950e-02 -3.62912711e-04 -6.34621647e-06]
 [-3.95550706e-02  9.99996849e-01  2.32992148e-04  2.47264024e-03]
 [ 3.64785813e-04 -2.41609074e-04 -9.82052334e-01  1.84414077e-01]
 [-2.46297278e-05  2.47220338e-03 -1.84414084e-01 -9.82049183e-01]]","[0.0006464142561065593, 0.0005972221017912865]"
22,60,6900,7560,"[[0.9364829778209433, -0.03733973580994665, -8.361414150224353e-05, -3.099366563110383e-05], [-0.03733971625936683, 0.9364801003447073, 0.0002097828735534551, 0.002309975310587718], [8.520549500688232e-05, -0.0002184981272194991, -0.9200262355727309, 0.1707565205270572], [-4.638946190118134e-05, 0.002309483358794598, -0.170756530669937, -0.9200233581807895]]","[[ 1.00000000e+00 -3.98723060e-02 -8.92852764e-05 -3.30958131e-05]
 [-3.98722851e-02  9.99996927e-01  2.24011411e-04  2.46664954e-03]
 [ 9.09845635e-05 -2.33317778e-04 -9.82427078e-01  1.82338093e-01]
 [-4.95358303e-05  2.46612423e-03 -1.82338104e-01 -9.82424006e-01]]","[0.0006462333122017029, 0.0005966756651855862]"
22,60,6950,7560,"[[0.9357360384437008, -0.03770139945151069, 0.0002673577847220335, -6.60966283673231e-05], [-0.03770138387550531, 0.9357329361891269, 0.0002065637996951011, 0.002384550515198409], [-0.0002659693734816719, -0.0002159728989540605, -0.9196452441876954, 0.1686212062912847], [-7.926989252067637e-05, 0.0023839630752074, -0.1686212202757861, -0.9196421420037448]]","[[ 1.00000000e+00 -4.02906353e-02  2.85719235e-04 -7.06359760e-05]
 [-4.02906186e-02  9.99996685e-01  2.20750074e-04  2.54831536e-03]
 [-2.84235471e-04 -2.30805366e-04 -9.82804131e-01  1.80201680e-01]
 [-8.47139463e-05  2.54768757e-03 -1.80201695e-01 -9.82800816e-01]]","[0.0006459776414196466, 0.0005959399910318285]"
22,60,7000,7560,"[[0.9346493159467952, -0.03818559179545805, 0.0008454157335291053, -0.0001267031614640404], [-0.03818558205484296, 0.9346449651743116, 0.0002206405652663359, 0.002711580075793973], [-0.0008443307839471733, -0.0002306925122679348, -0.9189637978436369, 0.1661826450801226], [-0.0001364949929872131, 0.002710880601110144, -0.1661826642459795, -0.9189594471242717]]","[[ 1.00000000e+00 -4.08555285e-02  9.04527205e-04 -1.35562247e-04]
 [-4.08555181e-02  9.99995345e-01  2.36067755e-04  2.90117377e-03]
 [-9.03366396e-04 -2.46822534e-04 -9.83217750e-01  1.77802136e-01]
 [-1.46038723e-04  2.90042538e-03 -1.77802157e-01 -9.83213095e-01]]","[0.0006455777995890982, 0.0005948975245884179]"
22,60,7050,7560,"[[0.9337425034250836, -0.0377221938570369, 0.001774196689496997, -0.0002821809391628407], [-0.03772220175352514, 0.9337197287967816, 0.0005054857651361074, 0.006248874948209082], [-0.001774197189370741, -0.0005099955536216282, -0.918939730048404, 0.1612499042230638], [-0.000281120192972468, 0.006248460831806138, -0.1612499184179002, -0.9189169554258946]]","[[ 1.00000000e+00 -4.03989255e-02  1.90009203e-03 -3.02204235e-04]
 [-4.03989340e-02  9.99975609e-01  5.41354563e-04  6.69228928e-03]
 [-1.90009257e-03 -5.46184362e-04 -9.84146836e-01  1.72692047e-01]
 [-3.01068219e-04  6.69184578e-03 -1.72692062e-01 -9.84122445e-01]]","[0.0006446685215124314, 0.0005946032725948799]"
22,60,7100,7560,"[[0.9326397300917011, -0.0407170951516585, 6.439307756438562e-07, 9.33267007308205e-05], [-0.04071713740630428, 0.932632065000486, -0.0003529026712780714, -0.003763996392363079], [1.748506962804213e-06, 0.0003297172040827089, -0.9165440409316973, 0.1676481074150903], [7.256897264755046e-05, -0.003765641343489968, -0.1676480602045795, -0.9165363761023418]]","[[ 1.00000000e+00 -4.36579033e-02  6.90438928e-07  1.00067258e-04]
 [-4.36579486e-02  9.99991781e-01 -3.78391205e-04 -4.03585251e-03]
 [ 1.87479356e-06  3.53531158e-04 -9.82741793e-01  1.79756558e-01]
 [ 7.78102951e-05 -4.03761626e-03 -1.79756507e-01 -9.82733575e-01]]","[0.0006459241464864493, 0.000591884036526431]"
22,60,7150,7560,"[[0.932941093989482, -0.03980698021809448, -0.0007172087679465021, 0.0001087214401158774], [-0.0398069880545292, 0.9329392383088776, -0.0001456559756833365, -0.001707535475749481], [0.0007190304739020033, 0.0001275683948467825, -0.9174214095814168, 0.16471921850292], [9.262859328531886e-05, -0.001708799426253717, -0.1647191955597138, -0.9174195540591978]]","[[ 1.00000000e+00 -4.26682676e-02 -7.68761042e-04  1.16536232e-04]
 [-4.26682760e-02  9.99998011e-01 -1.56125587e-04 -1.83027148e-03]
 [ 7.70713691e-04  1.36737888e-04 -9.83364776e-01  1.76559077e-01]
 [ 9.92866472e-05 -1.83162628e-03 -1.76559052e-01 -9.83362787e-01]]","[0.0006455201764489324, 0.0005926879795510538]"
22,60,7200,7560,"[[0.9319095022419714, -0.03999831970585582, -0.0008581677587587542, 0.0001036937309598654], [-0.03999831860384301, 0.9319085424094602, -7.940888003040065e-05, -0.001017523923514607], [0.0008596368976732012, 6.222302354463453e-05, -0.9167908223525216, 0.1623269254910391], [9.119678447615085e-05, -0.001018762562042698, -0.16232691022013, -0.9167898626421305]]","[[ 1.00000000e+00 -4.29208197e-02 -9.20870274e-04  1.11270172e-04]
 [-4.29208185e-02  9.99998970e-01 -8.52109350e-05 -1.09186989e-03]
 [ 9.22446756e-04  6.67693841e-05 -9.83776665e-01  1.74187435e-01]
 [ 9.78601294e-05 -1.09319903e-03 -1.74187418e-01 -9.83775635e-01]]","[0.0006449625811153032, 0.0005918764366575652]"
22,60,7250,7560,"[[0.9301862718093796, -0.0406124243563874, -0.000871267712359281, 9.409852781975278e-05], [-0.04061241914236285, 0.9301856329659686, -4.561621712570441e-05, -0.000646544682527496], [0.000872397223496281, 2.818794448451359e-05, -0.9154322102996809, 0.1599405887095784], [8.549007136275048e-05, -0.000647865583190824, -0.1599405785315237, -0.915431571558634]]","[[ 1.00000000e+00 -4.36605286e-02 -9.36659397e-04  1.01160951e-04]
 [-4.36605230e-02  9.99999313e-01 -4.90398735e-05 -6.95070119e-04]
 [ 9.37873682e-04  3.03035482e-05 -9.84138595e-01  1.71944688e-01]
 [ 9.19063998e-05 -6.96490158e-04 -1.71944678e-01 -9.84137908e-01]]","[0.0006442265600534034, 0.0005903253701530062]"
22,60,7300,7560,"[[0.9276401206963296, -0.04163586863307828, -0.0008170888583504082, 8.063170530147289e-05], [-0.04163586126149538, 0.9276396733690502, -2.437234256201092e-05, -0.0003931586612230019], [0.0008178218466746373, 5.983985523594197e-06, -0.9132505842558203, 0.1573404365894648], [7.692168683568618e-05, -0.0003946463991443997, -0.1573404310073858, -0.9132501370241186]]","[[ 1.00000000e+00 -4.48836437e-02 -8.80825268e-04  8.69213216e-05]
 [-4.48836357e-02  9.99999518e-01 -2.62734891e-05 -4.23826711e-04]
 [ 8.81615433e-04  6.45076187e-06 -9.84488018e-01  1.69613661e-01]
 [ 8.29219059e-05 -4.25430499e-04 -1.69613655e-01 -9.84487536e-01]]","[0.0006432160846674847, 0.000587956569939534]"
22,60,7350,7560,"[[0.9238161363864974, -0.04325558288067471, -0.0007010171518797997, 6.152857660554166e-05], [-0.04325557487283566, 0.9238158508513763, -8.533549769713337e-06, -0.0001777285046191309], [0.0007012123933592109, -1.156484886706056e-05, -0.9098227494940927, 0.1542328410391248], [6.484411921099457e-05, -0.0001794972549220153, -0.1542328403490996, -0.9098224640721178]]","[[ 1.00000000e+00 -4.68227185e-02 -7.58827568e-04  6.66026216e-05]
 [-4.68227098e-02  9.99999691e-01 -9.23728157e-06 -1.92385149e-04]
 [ 7.59038910e-04 -1.25185612e-05 -9.84852628e-01  1.66951880e-01]
 [ 7.01915854e-05 -1.94299761e-04 -1.66951880e-01 -9.84852319e-01]]","[0.0006417533207337965, 0.0005843441060894378]"
22,60,7400,7560,"[[0.9175862269883103, -0.04600131524533457, -0.0004968500641617584, 3.150717238639445e-05], [-0.04600130958562543, 0.9175860891012929, 6.628524135398879e-06, 6.803751485589076e-05], [0.0004961653816153271, -2.94589822303953e-05, -0.9040877466050711, 0.1499123305551379], [4.683279149420773e-05, 6.577170538477878e-05, -0.149912335570718, -0.9040876089255839]]","[[ 1.00000000e+00 -5.01329618e-02 -5.41475067e-04  3.43370154e-05]
 [-5.01329556e-02  9.99999850e-01  7.22387056e-06  7.41483611e-05]
 [ 5.40728890e-04 -3.21048653e-05 -9.85289142e-01  1.63376832e-01]
 [ 5.10391178e-05  7.16790460e-05 -1.63376837e-01 -9.85288992e-01]]","[0.0006394412045414367, 0.0005783878281916732]"
22,60,7450,7560,"[[0.905455890423831, -0.05166103491331936, -0.0001136482215085057, -2.825040165474523e-05], [-0.05166104612328798, 0.9054557309981186, 3.138766285678143e-05, 0.0005245616490518985], [0.00011092123050377, -5.737921892116281e-05, -0.8928309717452539, 0.14154277856699], [1.588227914995396e-05, 0.0005212480186949607, -0.141542788880438, -0.8928308130489176]]","[[ 1.00000000e+00 -5.70552751e-02 -1.25514918e-04 -3.12001964e-05]
 [-5.70552875e-02  9.99999824e-01  3.46650380e-05  5.79334294e-04]
 [ 1.22503185e-04 -6.33705292e-05 -9.86056837e-01  1.56322114e-01]
 [ 1.75406437e-05  5.75674668e-04 -1.56322125e-01 -9.86056662e-01]]","[0.0006351472728735059, 0.0005665822635827981]"
22,60,7500,7560,"[[0.9379311366440367, -0.01906314738265646, -0.002147926646759976, -9.128990633889417e-05], [-0.01906416954142298, 0.9379135063632099, 0.0003765300163047463, 0.005324184673256642], [0.002139270395469343, 9.04726466206885e-05, -0.9367669133703187, 0.04265102440371023], [8.045328267324795e-05, 0.005333062892662751, -0.04264989336665948, -0.9367493491240018]]","[[ 1.00000000e+00 -2.03246770e-02 -2.29006860e-03 -9.73311395e-05]
 [-2.03257668e-02  9.99981203e-01  4.01447400e-04  5.67651981e-03]
 [ 2.28083951e-03  9.64597966e-05 -9.98758733e-01  4.54735137e-02]
 [ 8.57773876e-05  5.68598555e-03 -4.54723078e-02 -9.98740006e-01]]","[0.0006350658875256803, 0.0006097650998121726]"
22,60,7550,7560,"[[0.961679406292915, -0.02766104029300792, -0.002000996795616015, 0.0003133157777169414], [-0.0276612903440932, 0.9616630814838447, -0.0004691219566671482, -0.005204786444756698], [0.002006341985994774, 0.000544385340457174, -0.9410734069082743, 0.1960678888693111], [0.0002508253955402534, -0.005196122452177879, -0.1960680287697831, -0.9410570846139047]]","[[ 1.00000000e+00 -2.87632657e-02 -2.08073167e-03  3.25800652e-04]
 [-2.87635257e-02  9.99983025e-01 -4.87815330e-04 -5.41218457e-03]
 [ 2.08628985e-03  5.66077777e-04 -9.78572901e-01  2.03880719e-01]
 [ 2.60820180e-04 -5.40317534e-03 -2.03880865e-01 -9.78555929e-01]]","[0.0006565309524446616, 0.0006198189607498966]"
22,60,7600,7560,"[[0.9654522655838503, -0.03007260490979757, -0.002089394436720242, 0.0002700248046807662], [-0.03007266003776454, 0.9654457192744363, -0.0002490937863537469, -0.002853601429794708], [0.002094183947140883, 0.0002348275091055871, -0.9472395711722446, 0.1842031550769122], [0.0002226216896326092, -0.002854230051924823, -0.1842030819482708, -0.9472330255034436]]","[[ 1.00000000e+00 -3.11487227e-02 -2.16416131e-03  2.79687370e-04]
 [-3.11487798e-02  9.99993219e-01 -2.58007356e-04 -2.95571468e-03]
 [ 2.16912220e-03  2.43230574e-04 -9.81135583e-01  1.90794679e-01]
 [ 2.30587982e-04 -2.95636579e-03 -1.90794603e-01 -9.81128803e-01]]","[0.0006606349651052896, 0.000620722322269239]"
22,60,7650,7560,"[[0.9654479658057148, -0.02985030926451426, -0.002079669136406254, 0.0002493514245396814], [-0.02985033375644996, 0.9654433405092173, -0.0001769788707877298, -0.00212459069230583], [0.002084292551995966, 0.000152812415157056, -0.948477614870686, 0.1777326124502146], [0.0002036227473275248, -0.002126121659737772, -0.1777325358699591, -0.9484729902730497]]","[[ 1.00000000e+00 -3.09186101e-02 -2.15409759e-03  2.58275364e-04]
 [-3.09186355e-02  9.99995209e-01 -1.83312697e-04 -2.20062683e-03]
 [ 2.15888647e-03  1.58281358e-04 -9.82422304e-01  1.84093414e-01]
 [ 2.10910121e-04 -2.20221258e-03 -1.84093335e-01 -9.82417514e-01]]","[0.0006604845953213895, 0.0006208669853473344]"
22,60,7700,7560,"[[0.9652839582609205, -0.0295900672727058, -0.002067886891394814, 0.0002368224207790442], [-0.02959008010644387, 0.9652801292902875, -0.0001389407247157299, -0.001743928645130189], [0.002072327769804698, 0.0001131962995873171, -0.9491143379159942, 0.1734343421727074], [0.0001921956466023788, -0.00174557117859466, -0.173434270453008, -0.9491105096386155]]","[[ 1.00000000e+00 -3.06542619e-02 -2.14225760e-03  2.45339642e-04]
 [-3.06542752e-02  9.99996033e-01 -1.43937671e-04 -1.80664832e-03]
 [ 2.14685819e-03  1.17267358e-04 -9.83248846e-01  1.79671837e-01]
 [ 1.99107884e-04 -1.80834993e-03 -1.79671763e-01 -9.83244880e-01]]","[0.0006602030613425648, 0.0006209308469769429]"
22,60,7750,7560,"[[0.9651399051127785, -0.02937949343739582, -0.002056279290526911, 0.0002278277031114612], [-0.02937950027389019, 0.9651365138523902, -0.0001146478788953574, -0.001501045483895195], [0.002060552228477076, 8.914241431642791e-05, -0.9495645431042097, 0.1701734938963527], [0.0001841542591074479, -0.001502642208012792, -0.1701734269389914, -0.9495611525117842]]","[[ 1.00000000e+00 -3.04406577e-02 -2.13055048e-03  2.36056661e-04]
 [-3.04406647e-02  9.99996486e-01 -1.18788870e-04 -1.55526207e-03]
 [ 2.13497776e-03  9.23621683e-05 -9.83862068e-01  1.76320027e-01]
 [ 1.90805766e-04 -1.55691646e-03 -1.76319957e-01 -9.83858555e-01]]","[0.0006599677292159828, 0.0006209749904163972]"
22,60,7800,7560,"[[0.9650354505085448, -0.02921139888560526, -0.002044644922392869, 0.0002207074144932863], [-0.02921140211714141, 0.9650323397647438, -9.745394347579039e-05, -0.001328665991441376], [0.002048767253505038, 7.267252010264278e-05, -0.9499385363852756, 0.1675018056168907], [0.0001779004413930038, -0.001330180625831303, -0.1675017426612103, -0.9499354262802718]]","[[ 1.00000000e+00 -3.02697677e-02 -2.11872519e-03  2.28703945e-04]
 [-3.02697710e-02  9.99996777e-01 -1.00984833e-04 -1.37680537e-03]
 [ 2.12299688e-03  7.53055445e-05 -9.84356104e-01  1.73570624e-01]
 [ 1.84346017e-04 -1.37837488e-03 -1.73570559e-01 -9.84352881e-01]]","[0.0006597868643199705, 0.0006210172221835579]"
22,60,7850,7560,"[[0.9649622181799395, -0.0290747934180573, -0.002032822020387961, 0.0002147182153893708], [-0.02907479426900961, 0.9649593057491811, -8.448017101844035e-05, -0.00119800088158557], [0.002036808745055033, 6.053599657977402e-05, -0.9502708035139086, 0.1652032243857722], [0.0001727134393735808, -0.00119942858152202, -0.1652031647719438, -0.9502678916934487]]","[[ 1.00000000e+00 -3.01304993e-02 -2.10663380e-03  2.22514635e-04]
 [-3.01305002e-02  9.99996982e-01 -8.75476464e-05 -1.24150030e-03]
 [ 2.11076528e-03  6.27340588e-05 -9.84775140e-01  1.71201754e-01]
 [ 1.78984665e-04 -1.24297984e-03 -1.71201692e-01 -9.84772122e-01]]","[0.0006596476149759831, 0.0006210592768952733]"
22,60,7900,7560,"[[0.9649108515498862, -0.02896164258933331, -0.002020734137185985, 0.000209474389406861], [-0.02896164176115967, 0.9649080893258972, -7.4258302597044e-05, -0.00109443315640364], [0.00202459764628299, 5.113873829302572e-05, -0.9505750312821553, 0.163160208796966], [0.0001682210278493031, -0.001095778731918611, -0.1631601520174839, -0.9505722696419234]]","[[ 1.00000000e+00 -3.00148377e-02 -2.09421848e-03  2.17091961e-04]
 [-3.00148368e-02  9.99997137e-01 -7.69587185e-05 -1.13423241e-03]
 [ 2.09822249e-03  5.29984073e-05 -9.85142855e-01  1.69093558e-01]
 [ 1.74338414e-04 -1.13562691e-03 -1.69093499e-01 -9.85139993e-01]]","[0.0006595384404200682, 0.0006211002771787848]"
22,60,7950,7560,"[[0.964877518295144, -0.02886643587151572, -0.002008390829422998, 0.0002047580578345804], [-0.02886643380668641, 0.9648748757530781, -6.594764209024611e-05, -0.001009665287234889], [0.00201214127349778, 4.360373951061043e-05, -0.9508609311457924, 0.1613034874503985], [0.0001642141588543414, -0.001010935708226783, -0.1613034331224065, -0.9508582891630565]]","[[ 1.00000000e+00 -2.99172023e-02 -2.08149821e-03  2.12211451e-04]
 [-2.99172001e-02  9.99997261e-01 -6.83482005e-05 -1.04641809e-03]
 [ 2.08538518e-03  4.51909581e-05 -9.85473195e-01  1.67175092e-01]
 [ 1.70191714e-04 -1.04773475e-03 -1.67175035e-01 -9.85470457e-01]]","[0.0006594531406924534, 0.0006211413366985733]"
